2025-07-18 00:17:53.684 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 00:50:18.082 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 00:50:18.083 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: 'GraphState' object has no attribute 'user_segment'
2025-07-18 00:50:18.084 | ERROR    | __main__:run:105 - Workflow run failed: "GraphState" object has no field "campaign_recommendation"
2025-07-18 00:50:18.088 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 00:50:41.647 | ERROR    | __main__:get_graph_structure:77 - Mermaid PNG rendering failed: Failed to reach https://mermaid.ink/ API while trying to render your graph after 1 retries. To resolve this issue:
1. Check your internet connection and try again
2. Try with higher retry settings: `draw_mermaid_png(..., max_retries=5, retry_delay=2.0)`
3. Use the Pyppeteer rendering method which will render your graph locally in a browser: `draw_mermaid_png(..., draw_method=MermaidDrawMethod.PYPPETEER)`
2025-07-18 00:50:41.648 | ERROR    | __main__:main:142 - Could not save graph structure: Failed to reach https://mermaid.ink/ API while trying to render your graph after 1 retries. To resolve this issue:
1. Check your internet connection and try again
2. Try with higher retry settings: `draw_mermaid_png(..., max_retries=5, retry_delay=2.0)`
3. Use the Pyppeteer rendering method which will render your graph locally in a browser: `draw_mermaid_png(..., draw_method=MermaidDrawMethod.PYPPETEER)`
2025-07-18 00:54:47.478 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 00:54:47.480 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:54:47.915 | INFO     | workflows.graphs.campaign.nodes.segment_node:__init__:45 - UserSegmenter initialized successfully.
2025-07-18 00:54:47.916 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:54:48.218 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:37 - RecommendNode initialized successfully with recommendation generation chain.
2025-07-18 00:54:48.219 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:54:48.541 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:36 - GenerateAdNode initialized successfully with ad generation chain.
2025-07-18 00:54:48.541 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:54:48.859 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:44 - HumanReviewRouter initialized successfully
2025-07-18 00:54:48.860 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:16 - FeedbackLoopNode initialized successfully.
2025-07-18 00:54:48.861 | INFO     | __main__:_build_graph:53 - Workflow graph defined.
2025-07-18 00:54:48.866 | INFO     | __main__:__init__:30 - CampaignOrchestrator initialized successfully
2025-07-18 00:54:48.867 | INFO     | __main__:run:92 - Running CampaignWorkflow for user_id=abcd, query='Launch summer sale campaign for Gen Z'
2025-07-18 00:54:48.875 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 00:54:48.876 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: 'GraphState' object has no attribute 'user_segment'
2025-07-18 00:54:48.877 | ERROR    | __main__:run:105 - Workflow run failed: "GraphState" object has no field "campaign_recommendation"
2025-07-18 00:54:48.880 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 00:54:49.888 | INFO     | __main__:main:140 - Saved campaign graph structure as campaign_graph_structure.png
2025-07-18 00:57:40.068 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 00:57:40.080 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:57:40.521 | INFO     | workflows.graphs.campaign.nodes.segment_node:__init__:45 - UserSegmenter initialized successfully.
2025-07-18 00:57:40.522 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:57:40.824 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:37 - RecommendNode initialized successfully with recommendation generation chain.
2025-07-18 00:57:40.824 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:57:41.127 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:36 - GenerateAdNode initialized successfully with ad generation chain.
2025-07-18 00:57:41.127 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 00:57:41.430 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:44 - HumanReviewRouter initialized successfully
2025-07-18 00:57:41.431 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:16 - FeedbackLoopNode initialized successfully.
2025-07-18 00:57:41.432 | INFO     | __main__:_build_graph:53 - Workflow graph defined.
2025-07-18 00:57:41.473 | INFO     | __main__:__init__:30 - CampaignOrchestrator initialized successfully
2025-07-18 00:57:41.474 | INFO     | __main__:run:92 - Running CampaignWorkflow for user_id=abcd, query='Launch summer sale campaign for Gen Z'
2025-07-18 00:57:41.483 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 00:57:41.484 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: 'GraphState' object has no attribute 'user_segment'
2025-07-18 00:57:41.484 | ERROR    | __main__:run:105 - Workflow run failed: "GraphState" object has no field "recommendation_ready"
2025-07-18 00:57:41.487 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 00:57:42.541 | INFO     | __main__:main:140 - Saved campaign graph structure as campaign_graph_structure.png
2025-07-18 01:01:16.159 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 01:01:16.161 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:01:16.598 | INFO     | workflows.graphs.campaign.nodes.segment_node:__init__:45 - UserSegmenter initialized successfully.
2025-07-18 01:01:16.598 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:01:16.900 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:37 - RecommendNode initialized successfully with recommendation generation chain.
2025-07-18 01:01:16.901 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:01:17.211 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:36 - GenerateAdNode initialized successfully with ad generation chain.
2025-07-18 01:01:17.212 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:01:17.522 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:44 - HumanReviewRouter initialized successfully
2025-07-18 01:01:17.522 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:16 - FeedbackLoopNode initialized successfully.
2025-07-18 01:01:17.524 | INFO     | __main__:_build_graph:53 - Workflow graph defined.
2025-07-18 01:01:17.529 | INFO     | __main__:__init__:30 - CampaignOrchestrator initialized successfully
2025-07-18 01:01:17.530 | INFO     | __main__:run:92 - Running CampaignWorkflow for user_id=ubwboeb, query='Launch summer sale campaign for Gen Z''
2025-07-18 01:01:17.539 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 01:01:17.540 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: type object 'RecommendationPromptBuilder' has no attribute 'build_prompt'
2025-07-18 01:01:17.540 | ERROR    | workflows.graphs.campaign.nodes.generate_ad_node:process:70 - Ad generation failed: 'GraphState' object has no attribute 'campaign_recommendation'
2025-07-18 01:01:17.541 | ERROR    | __main__:run:105 - Workflow run failed: "GraphState" object has no field "generated_ad"
2025-07-18 01:01:17.545 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 01:01:18.269 | INFO     | __main__:main:140 - Saved campaign graph structure as campaign_graph_structure.png
2025-07-18 01:02:32.045 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 01:02:32.046 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:02:32.490 | INFO     | workflows.graphs.campaign.nodes.segment_node:__init__:45 - UserSegmenter initialized successfully.
2025-07-18 01:02:32.490 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:02:32.789 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:37 - RecommendNode initialized successfully with recommendation generation chain.
2025-07-18 01:02:32.790 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:02:33.095 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:36 - GenerateAdNode initialized successfully with ad generation chain.
2025-07-18 01:02:33.095 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:02:33.398 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:44 - HumanReviewRouter initialized successfully
2025-07-18 01:02:33.398 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:16 - FeedbackLoopNode initialized successfully.
2025-07-18 01:02:33.399 | INFO     | __main__:_build_graph:53 - Workflow graph defined.
2025-07-18 01:02:33.405 | INFO     | __main__:__init__:30 - CampaignOrchestrator initialized successfully
2025-07-18 01:02:33.406 | INFO     | __main__:run:92 - Running CampaignWorkflow for user_id=ihiyiv, query=''Launch summer sale campaign for Gen Z'
2025-07-18 01:02:33.423 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 01:02:33.424 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: type object 'RecommendationPromptBuilder' has no attribute 'build_prompt'
2025-07-18 01:02:33.425 | ERROR    | workflows.graphs.campaign.nodes.generate_ad_node:process:70 - Ad generation failed: 'GraphState' object has no attribute 'campaign_recommendation'
2025-07-18 01:02:33.425 | ERROR    | __main__:run:105 - Workflow run failed: "GraphState" object has no field "ad_generation_ready"
2025-07-18 01:02:33.430 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 01:02:34.176 | INFO     | __main__:main:140 - Saved campaign graph structure as campaign_graph_structure.png
2025-07-18 01:03:44.416 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 01:03:44.418 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:03:44.857 | INFO     | workflows.graphs.campaign.nodes.segment_node:__init__:45 - UserSegmenter initialized successfully.
2025-07-18 01:03:44.857 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:03:45.160 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:37 - RecommendNode initialized successfully with recommendation generation chain.
2025-07-18 01:03:45.160 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:03:45.471 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:36 - GenerateAdNode initialized successfully with ad generation chain.
2025-07-18 01:03:45.471 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:03:45.774 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:44 - HumanReviewRouter initialized successfully
2025-07-18 01:03:45.775 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:16 - FeedbackLoopNode initialized successfully.
2025-07-18 01:03:45.777 | INFO     | __main__:_build_graph:53 - Workflow graph defined.
2025-07-18 01:03:45.782 | INFO     | __main__:__init__:30 - CampaignOrchestrator initialized successfully
2025-07-18 01:03:45.782 | INFO     | __main__:run:92 - Running CampaignWorkflow for user_id=cuco8yp9f, query='Launch summer sale campaign for Gen Z'
2025-07-18 01:03:45.792 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 01:03:45.793 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: type object 'RecommendationPromptBuilder' has no attribute 'build_prompt'
2025-07-18 01:03:45.793 | ERROR    | workflows.graphs.campaign.nodes.generate_ad_node:process:70 - Ad generation failed: 'GraphState' object has no attribute 'campaign_recommendation'
2025-07-18 01:03:45.794 | ERROR    | workflows.graphs.campaign.nodes.human_in_the_loop_node:process:68 - Human review decision failed: "Input to ChatPromptTemplate is missing variables {'generated_ad'}.  Expected: ['generated_ad'] Received: ['content']\nNote: if you intended {generated_ad} to be part of the string and not a variable, please escape it with double curly braces like: '{{generated_ad}}'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT "
2025-07-18 01:03:45.795 | ERROR    | __main__:run:105 - Workflow run failed: "GraphState" object has no field "human_review_required"
2025-07-18 01:03:45.798 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 01:03:46.671 | INFO     | __main__:main:140 - Saved campaign graph structure as campaign_graph_structure.png
2025-07-18 01:05:10.729 | INFO     | __main__:__init__:20 - Initializing CampaignWorkflow...
2025-07-18 01:05:10.731 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:05:11.168 | INFO     | workflows.graphs.campaign.nodes.segment_node:__init__:45 - UserSegmenter initialized successfully.
2025-07-18 01:05:11.169 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:05:11.472 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:37 - RecommendNode initialized successfully with recommendation generation chain.
2025-07-18 01:05:11.473 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:05:11.782 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:36 - GenerateAdNode initialized successfully with ad generation chain.
2025-07-18 01:05:11.783 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.0 | Overrides: {}
2025-07-18 01:05:12.084 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:44 - HumanReviewRouter initialized successfully
2025-07-18 01:05:12.085 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:16 - FeedbackLoopNode initialized successfully.
2025-07-18 01:05:12.086 | INFO     | __main__:_build_graph:53 - Workflow graph defined.
2025-07-18 01:05:12.091 | INFO     | __main__:__init__:30 - CampaignOrchestrator initialized successfully
2025-07-18 01:05:12.091 | INFO     | __main__:run:92 - Running CampaignWorkflow for user_id=ddugPWEF[feg, query='Launch summer sale campaign for Gen Z'
2025-07-18 01:05:12.099 | ERROR    | workflows.graphs.campaign.nodes.segment_node:process:79 - Segmentation failed: 'Input to ChatPromptTemplate is missing variables {\'"segments"\'}.  Expected: [\'"segments"\', \'user_profile\'] Received: [\'user_profile\', \'segments\']\nNote: if you intended {"segments"} to be part of the string and not a variable, please escape it with double curly braces like: \'{{"segments"}}\'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT '
2025-07-18 01:05:12.100 | ERROR    | workflows.graphs.campaign.nodes.recommend_node:process:64 - Recommendation generation failed: type object 'RecommendationPromptBuilder' has no attribute 'build_prompt'
2025-07-18 01:05:12.101 | ERROR    | workflows.graphs.campaign.nodes.generate_ad_node:process:70 - Ad generation failed: 'GraphState' object has no attribute 'campaign_recommendation'
2025-07-18 01:05:12.102 | ERROR    | workflows.graphs.campaign.nodes.human_in_the_loop_node:process:68 - Human review decision failed: "Input to ChatPromptTemplate is missing variables {'generated_ad'}.  Expected: ['generated_ad'] Received: ['content']\nNote: if you intended {generated_ad} to be part of the string and not a variable, please escape it with double curly braces like: '{{generated_ad}}'.\nFor troubleshooting, visit: https://python.langchain.com/docs/troubleshooting/errors/INVALID_PROMPT_INPUT "
2025-07-18 01:05:12.102 | ERROR    | __main__:run:105 - Workflow run failed: 'GraphState' object has no attribute 'ad_feedback'
2025-07-18 01:05:12.107 | WARNING  | __main__:get_graph_structure:69 - Pyppeteer not installed. Run: pip install pyppeteer
2025-07-18 01:05:13.099 | INFO     | __main__:main:140 - Saved campaign graph structure as campaign_graph_structure.png
