2025-07-30 00:40:01.224 | INFO     | workflows.workflow:__init__:32 - Initializing CampaignWorkflow...
2025-07-30 00:40:03.155 | INFO     | workflows.graphs.campaign.nodes.is_ab_testing_needed_node:__init__:22 - MultiVariantTestNode initialized.
2025-07-30 00:40:03.155 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:03.479 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:03.480 | INFO     | workflows.graphs.campaign.nodes.multi_variant_test_branching_node:__init__:21 - MultiVariantTestNode initialized.
2025-07-30 00:40:03.480 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:03.802 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:03.802 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:19 - GenerateAdNode initialized with inline prompt chain.
2025-07-30 00:40:03.802 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:83 - HumanReviewRouter initialized successfully with fallback chain.
2025-07-30 00:40:03.803 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:04.112 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:04.112 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:21 - FeedbackLoopNode initialized with inline prompt chain.
2025-07-30 00:40:04.112 | INFO     | workflows.graphs.campaign.subgraphs.validation_subgraph:__init__:24 - Initializing ValidationWorkflow...
2025-07-30 00:40:04.113 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:04.421 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:04.421 | INFO     | workflows.graphs.campaign.nodes.campaign_objective_validator_node:__init__:112 - CampaignObjectiveValidatorNode initialized.
2025-07-30 00:40:04.421 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:04.728 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:04.729 | INFO     | workflows.graphs.campaign.nodes.persona_quality_checker_node:__init__:22 - PersonaQualityCheckerNode initialized.
2025-07-30 00:40:04.729 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:05.036 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:05.036 | INFO     | workflows.graphs.campaign.nodes.channel_constraints_node:__init__:29 - ChannelConstraintsNode initialized.
2025-07-30 00:40:05.037 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:05.357 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:05.357 | INFO     | workflows.graphs.campaign.nodes.channel_strategy_node:__init__:22 - ChannelStrategyNode initialized.
2025-07-30 00:40:05.357 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:05.658 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:05.659 | INFO     | workflows.graphs.campaign.nodes.objective_refiner_node:__init__:22 - ObjectiveRefinerNode initialized.
2025-07-30 00:40:05.659 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:05.958 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:05.958 | INFO     | workflows.graphs.campaign.nodes.persona_enrichment_node:__init__:22 - PersonaEnrichmentNode initialized.
2025-07-30 00:40:06.029 | INFO     | workflows.graphs.campaign.subgraphs.media_ad_gen_subgraph:__init__:24 - Initializing CampaignWorkflow...
2025-07-30 00:40:06.029 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:06.331 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:06.331 | INFO     | workflows.graphs.campaign.nodes.email_ad_generator_node:__init__:21 - EmailAdGeneratorNode initialized.
2025-07-30 00:40:06.331 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:06.635 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:06.636 | INFO     | workflows.graphs.campaign.nodes.social_ad_generator_node:__init__:104 - SocialAdGeneratorNode initialized.
2025-07-30 00:40:06.636 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:06.936 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:06.937 | INFO     | workflows.graphs.campaign.nodes.web_ad_generator_node:__init__:21 - WebAdGeneratorNode initialized.
2025-07-30 00:40:07.071 | INFO     | workflows.workflow:__init__:51 - CampaignOrchestrator initialized successfully
2025-07-30 00:40:09.632 | INFO     | workflows.workflow:__init__:32 - Initializing CampaignWorkflow...
2025-07-30 00:40:09.634 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:10.113 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:10.114 | INFO     | workflows.graphs.campaign.nodes.persona_node:__init__:26 - UserPersonaNode initialized with persona generation chain.
2025-07-30 00:40:10.114 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:10.433 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:10.433 | INFO     | workflows.graphs.campaign.nodes.strategy_node:__init__:23 - StrategyNode initialized.
2025-07-30 00:40:10.433 | INFO     | workflows.graphs.campaign.nodes.check_external_logs_node:__init__:14 - CheckExternalLogsNode initialized.
2025-07-30 00:40:10.434 | INFO     | workflows.graphs.campaign.nodes.analytics_node:__init__:14 - AnalyticsNode initialized. Ready to process external user logs.
2025-07-30 00:40:10.434 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:10.754 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:10.755 | INFO     | workflows.graphs.campaign.nodes.segmenting_node:__init__:35 - UserSegmenter initialized with structured prompt.
2025-07-30 00:40:10.755 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:11.088 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:11.088 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:25 - RecommendNode initialized with inline prompt chain.
2025-07-30 00:40:11.088 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:11.397 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:11.397 | INFO     | workflows.graphs.campaign.nodes.is_ab_testing_needed_node:__init__:22 - MultiVariantTestNode initialized.
2025-07-30 00:40:11.397 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:11.720 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:11.720 | INFO     | workflows.graphs.campaign.nodes.multi_variant_test_branching_node:__init__:21 - MultiVariantTestNode initialized.
2025-07-30 00:40:11.720 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:12.034 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:12.035 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:19 - GenerateAdNode initialized with inline prompt chain.
2025-07-30 00:40:12.035 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:83 - HumanReviewRouter initialized successfully with fallback chain.
2025-07-30 00:40:12.035 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:12.350 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:12.350 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:21 - FeedbackLoopNode initialized with inline prompt chain.
2025-07-30 00:40:12.350 | INFO     | workflows.graphs.campaign.subgraphs.validation_subgraph:__init__:24 - Initializing ValidationWorkflow...
2025-07-30 00:40:12.350 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:12.657 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:12.657 | INFO     | workflows.graphs.campaign.nodes.campaign_objective_validator_node:__init__:112 - CampaignObjectiveValidatorNode initialized.
2025-07-30 00:40:12.657 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:12.959 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:12.960 | INFO     | workflows.graphs.campaign.nodes.persona_quality_checker_node:__init__:22 - PersonaQualityCheckerNode initialized.
2025-07-30 00:40:12.960 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:13.264 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:13.264 | INFO     | workflows.graphs.campaign.nodes.channel_constraints_node:__init__:29 - ChannelConstraintsNode initialized.
2025-07-30 00:40:13.264 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:13.575 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:13.575 | INFO     | workflows.graphs.campaign.nodes.channel_strategy_node:__init__:22 - ChannelStrategyNode initialized.
2025-07-30 00:40:13.576 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:13.884 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:13.885 | INFO     | workflows.graphs.campaign.nodes.objective_refiner_node:__init__:22 - ObjectiveRefinerNode initialized.
2025-07-30 00:40:13.885 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:14.231 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:14.231 | INFO     | workflows.graphs.campaign.nodes.persona_enrichment_node:__init__:22 - PersonaEnrichmentNode initialized.
2025-07-30 00:40:14.244 | INFO     | workflows.graphs.campaign.subgraphs.media_ad_gen_subgraph:__init__:24 - Initializing CampaignWorkflow...
2025-07-30 00:40:14.244 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:14.558 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:14.558 | INFO     | workflows.graphs.campaign.nodes.email_ad_generator_node:__init__:21 - EmailAdGeneratorNode initialized.
2025-07-30 00:40:14.559 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:14.866 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:14.867 | INFO     | workflows.graphs.campaign.nodes.social_ad_generator_node:__init__:104 - SocialAdGeneratorNode initialized.
2025-07-30 00:40:14.867 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:15.175 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:15.175 | INFO     | workflows.graphs.campaign.nodes.web_ad_generator_node:__init__:21 - WebAdGeneratorNode initialized.
2025-07-30 00:40:15.199 | INFO     | workflows.workflow:__init__:51 - CampaignOrchestrator initialized successfully
2025-07-30 00:40:22.986 | INFO     | workflows.workflow:__init__:32 - Initializing CampaignWorkflow...
2025-07-30 00:40:22.988 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:23.311 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:23.311 | INFO     | workflows.graphs.campaign.nodes.persona_node:__init__:26 - UserPersonaNode initialized with persona generation chain.
2025-07-30 00:40:23.311 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:23.625 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:23.625 | INFO     | workflows.graphs.campaign.nodes.strategy_node:__init__:23 - StrategyNode initialized.
2025-07-30 00:40:23.626 | INFO     | workflows.graphs.campaign.nodes.check_external_logs_node:__init__:14 - CheckExternalLogsNode initialized.
2025-07-30 00:40:23.626 | INFO     | workflows.graphs.campaign.nodes.analytics_node:__init__:14 - AnalyticsNode initialized. Ready to process external user logs.
2025-07-30 00:40:23.626 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:23.959 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:23.960 | INFO     | workflows.graphs.campaign.nodes.segmenting_node:__init__:35 - UserSegmenter initialized with structured prompt.
2025-07-30 00:40:23.960 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:24.294 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:24.295 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:25 - RecommendNode initialized with inline prompt chain.
2025-07-30 00:40:24.295 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:24.629 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:24.630 | INFO     | workflows.graphs.campaign.nodes.is_ab_testing_needed_node:__init__:22 - MultiVariantTestNode initialized.
2025-07-30 00:40:24.630 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:24.970 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:24.970 | INFO     | workflows.graphs.campaign.nodes.multi_variant_test_branching_node:__init__:21 - MultiVariantTestNode initialized.
2025-07-30 00:40:24.971 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:25.396 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:25.397 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:19 - GenerateAdNode initialized with inline prompt chain.
2025-07-30 00:40:25.397 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:83 - HumanReviewRouter initialized successfully with fallback chain.
2025-07-30 00:40:25.397 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:25.771 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:25.771 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:21 - FeedbackLoopNode initialized with inline prompt chain.
2025-07-30 00:40:25.772 | INFO     | workflows.graphs.campaign.subgraphs.validation_subgraph:__init__:24 - Initializing ValidationWorkflow...
2025-07-30 00:40:25.772 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:26.112 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:26.114 | INFO     | workflows.graphs.campaign.nodes.campaign_objective_validator_node:__init__:112 - CampaignObjectiveValidatorNode initialized.
2025-07-30 00:40:26.114 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:26.448 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:26.448 | INFO     | workflows.graphs.campaign.nodes.persona_quality_checker_node:__init__:22 - PersonaQualityCheckerNode initialized.
2025-07-30 00:40:26.448 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:26.785 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:26.785 | INFO     | workflows.graphs.campaign.nodes.channel_constraints_node:__init__:29 - ChannelConstraintsNode initialized.
2025-07-30 00:40:26.786 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:27.140 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:27.140 | INFO     | workflows.graphs.campaign.nodes.channel_strategy_node:__init__:22 - ChannelStrategyNode initialized.
2025-07-30 00:40:27.141 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:27.495 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:27.495 | INFO     | workflows.graphs.campaign.nodes.objective_refiner_node:__init__:22 - ObjectiveRefinerNode initialized.
2025-07-30 00:40:27.496 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:27.869 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:27.870 | INFO     | workflows.graphs.campaign.nodes.persona_enrichment_node:__init__:22 - PersonaEnrichmentNode initialized.
2025-07-30 00:40:27.880 | INFO     | workflows.graphs.campaign.subgraphs.media_ad_gen_subgraph:__init__:24 - Initializing CampaignWorkflow...
2025-07-30 00:40:27.880 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:28.223 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:28.223 | INFO     | workflows.graphs.campaign.nodes.email_ad_generator_node:__init__:21 - EmailAdGeneratorNode initialized.
2025-07-30 00:40:28.224 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:28.571 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:28.571 | INFO     | workflows.graphs.campaign.nodes.social_ad_generator_node:__init__:104 - SocialAdGeneratorNode initialized.
2025-07-30 00:40:28.571 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:28.919 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:28.919 | INFO     | workflows.graphs.campaign.nodes.web_ad_generator_node:__init__:21 - WebAdGeneratorNode initialized.
2025-07-30 00:40:28.942 | INFO     | workflows.workflow:__init__:51 - CampaignOrchestrator initialized successfully
2025-07-30 00:40:28.944 | INFO     | workflows.workflow:run:184 - Running CampaignWorkflow for user_id=eg.- dentsuitte, query='eg.- promote next-gen eco-friendly sneakers'
2025-07-30 00:40:29.637 | INFO     | workflows.graphs.campaign.nodes.persona_node:process:60 - User persona generated: A digitally savvy individual aged 25-44 who enjoys lifestyle and entertainment content, frequently engages with social media platforms and streaming services, and responds well to informal, witty, and visually-driven communication.
2025-07-30 00:40:29.755 | INFO     | workflows.workflow:__init__:32 - Initializing CampaignWorkflow...
2025-07-30 00:40:29.755 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:29.909 | INFO     | workflows.graphs.campaign.nodes.strategy_node:process:56 - Campaign objective generated successfully.
2025-07-30 00:40:30.036 | INFO     | workflows.graphs.campaign.nodes.campaign_objective_validator_node:process:148 - Objective validation result: valid.
2025-07-30 00:40:30.090 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:30.091 | INFO     | workflows.graphs.campaign.nodes.persona_node:__init__:26 - UserPersonaNode initialized with persona generation chain.
2025-07-30 00:40:30.091 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:30.406 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:30.406 | INFO     | workflows.graphs.campaign.nodes.strategy_node:__init__:23 - StrategyNode initialized.
2025-07-30 00:40:30.408 | INFO     | workflows.graphs.campaign.nodes.objective_refiner_node:process:52 - Refined Objective: "Within the next 6 months, increase social media followers by 20% and boost engagement metrics (likes, comments, shares) by 30% among 25-44-year-old digital enthusiasts by launching a bi-weekly social media series featuring entertaining, witty, and visually-appealing content (e.g., humorous GIFs, interactive polls, behind-the-scenes videos) that resonates with their interests in lifestyle and entertainment."
2025-07-30 00:40:30.408 | INFO     | workflows.graphs.campaign.nodes.check_external_logs_node:__init__:14 - CheckExternalLogsNode initialized.
2025-07-30 00:40:30.409 | INFO     | workflows.graphs.campaign.nodes.analytics_node:__init__:14 - AnalyticsNode initialized. Ready to process external user logs.
2025-07-30 00:40:30.410 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:30.744 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:30.745 | INFO     | workflows.graphs.campaign.nodes.segmenting_node:__init__:35 - UserSegmenter initialized with structured prompt.
2025-07-30 00:40:30.745 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:31.023 | INFO     | workflows.graphs.campaign.nodes.persona_quality_checker_node:process:61 - Persona quality check result: to evaluate the completeness of the given user persona based on the provided criteria, let's analyze the information step by step:

1. **includes demographic details (e.g., age, region):** the persona mentions an age range of 25-44 but does not specify a region. while it provides some demographic detail (age), it lacks geographic or regional information.

2. **mentions at least one interest or behavioral trait:** the persona mentions enjoying lifestyle and entertainment content and frequently engaging with social media platforms and streaming services. this clearly indicates interests and behavioral traits.

3. **mentions platform/channel or preference:** the persona mentions a preference for social media platforms and streaming services as channels they frequently engage with. it also mentions a preference for informal, witty, and visually-driven communication.

based on the criteria:

- the persona does not fully meet the first criterion because it lacks regional details.
- it meets the second and third criteria.

given that it does not fully meet all criteria due to the absence of regional details, but does provide some level of detail regarding interests and preferences:

the response is: **poor**
2025-07-30 00:40:31.063 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:31.063 | INFO     | workflows.graphs.campaign.nodes.recommend_node:__init__:25 - RecommendNode initialized with inline prompt chain.
2025-07-30 00:40:31.064 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:31.381 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:31.381 | INFO     | workflows.graphs.campaign.nodes.is_ab_testing_needed_node:__init__:22 - MultiVariantTestNode initialized.
2025-07-30 00:40:31.381 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:31.603 | INFO     | workflows.graphs.campaign.nodes.persona_enrichment_node:process:58 - Enriched Persona: A digitally savvy individual aged 28-38, residing in urban areas of North America or Europe, who enjoys lifestyle and entertainment content, frequently engages with social media platforms such as Instagram, TikTok, and Twitter, and streaming services like Netflix and Hulu. They have a strong interest in pop culture, fashion, and travel, and enjoy trying out new food and beverage spots. In their free time, they like to binge-watch TV shows, attend concerts and festivals, and try out new hobbies such as photography or playing musical instruments. They respond well to informal, witty, and visually-driven communication, and are likely to engage with content that is humorous, relatable, or inspiring. When it comes to purchasing decisions, they tend to be influenced by social media influencers, online reviews, and recommendations from friends and family, and are willing to try out new brands and products that align with their values and interests. They are active online shoppers, often making impulse purchases and staying up-to-date with the latest trends and product launches.
2025-07-30 00:40:31.709 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:31.709 | INFO     | workflows.graphs.campaign.nodes.multi_variant_test_branching_node:__init__:21 - MultiVariantTestNode initialized.
2025-07-30 00:40:31.709 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:32.051 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:32.051 | INFO     | workflows.graphs.campaign.nodes.generate_ad_node:__init__:19 - GenerateAdNode initialized with inline prompt chain.
2025-07-30 00:40:32.052 | INFO     | workflows.graphs.campaign.nodes.human_in_the_loop_node:__init__:83 - HumanReviewRouter initialized successfully with fallback chain.
2025-07-30 00:40:32.052 | INFO     | core.llm_manager:create_llm:82 - Initializing LLM provider: groq | Temperature: 0.3 | Overrides: {}
2025-07-30 00:40:32.360 | INFO     | core.chain:build:107 - Built chain for: default using provider: groq
2025-07-30 00:40:32.361 | INFO     | workflows.graphs.campaign.nodes.feedback_loop_node:__init__:21 - FeedbackLoopNode initialized with inline prompt chain.
